|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   1.0000000000000000     
   15000.090000000000     
         101
T(K)    
   200.00000000000000     
   40.000000000000000     
         101
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  885006.        240.000        5263.61       0.504412E-005  0.179887E-006  0.558865E+007  0.279657E+007   10.3041        13.3047        7.28905        238.290       0.590023E+007   441.614        1.88483     
  900006.        240.000        5277.78       0.497524E-005  0.178231E-006  0.564023E+007  0.281317E+007   10.3377        13.3393        7.30083        236.806       0.618446E+007   439.322        1.87977     
  915006.        240.000        5292.71       0.491659E-005  0.176702E-006  0.568866E+007  0.283106E+007   10.3673        13.3716        7.31367        234.846       0.646783E+007   436.849        1.87447     
  930007.        240.000        5320.04       0.498841E-005  0.176568E-006  0.569220E+007  0.286123E+007   10.3439        13.3681        7.33363        229.915       0.674909E+007   431.194        1.86483     
  945007.        240.000        5347.83       0.505701E-005  0.176460E-006  0.569449E+007  0.289394E+007   10.3190        13.3654        7.35624        224.065       0.702808E+007   425.372        1.85515     
  960007.        240.000        5383.04       0.518891E-005  0.177107E-006  0.567131E+007  0.293967E+007   10.2643        13.3480        7.38985        212.121       0.730324E+007   417.634        1.84301     
  975007.        240.000        5401.01       0.515026E-005  0.175930E-006  0.570852E+007  0.296419E+007   10.2807        13.3742        7.40825        207.520       0.758021E+007   414.255        1.83688     
  990007.        240.000        5416.65       0.509106E-005  0.174542E-006  0.575344E+007  0.298572E+007   10.3062        13.4057        7.42437        204.536       0.785681E+007   411.477        1.83157     
 0.100501E+007   240.000        5431.33       0.502569E-005  0.173087E-006  0.580140E+007  0.300567E+007   10.3351        13.4387        7.43905        203.068       0.813301E+007   409.013        1.82662     
 0.102001E+007   240.000        5445.85       0.495969E-005  0.171656E-006  0.584945E+007  0.302580E+007   10.3639        13.4720        7.45397        200.633       0.840821E+007   406.489        1.82176     
 0.103501E+007   240.000        5460.43       0.489759E-005  0.170257E-006  0.589709E+007  0.304584E+007   10.3922        13.5045        7.46862        198.987       0.868288E+007   404.071        1.81689     
 0.105001E+007   240.000        5480.39       0.496981E-005  0.168897E-006  0.593980E+007  0.307819E+007   10.4107        13.5378        7.49450        202.114       0.895781E+007   407.220        1.81027     
 0.106501E+007   240.000        5494.27       0.490244E-005  0.167497E-006  0.598923E+007  0.309785E+007   10.4407        13.5715        7.50888        201.129       0.923093E+007   404.888        1.80570     
 0.108001E+007   240.000        5508.07       0.483657E-005  0.166120E-006  0.603865E+007  0.311751E+007   10.4706        13.6051        7.52322        199.923       0.950331E+007   402.594        1.80118     
 0.109501E+007   240.000        5521.81       0.477209E-005  0.164769E-006  0.608793E+007  0.313705E+007   10.5001        13.6382        7.53737        198.783       0.977503E+007   400.314        1.79669     
 0.111001E+007   240.000        5535.42       0.470912E-005  0.163436E-006  0.613739E+007  0.315666E+007   10.5297        13.6715        7.55159        197.497       0.100460E+008   398.093        1.79228     
 0.112501E+007   240.000        5549.02       0.464733E-005  0.162135E-006  0.618644E+007  0.317598E+007   10.5587        13.7040        7.56537        196.460       0.103164E+008   395.847        1.78788     
 0.114001E+007   240.000        5562.60       0.458674E-005  0.160861E-006  0.623525E+007  0.319510E+007   10.5874        13.7360        7.57885        195.526       0.105862E+008   393.610        1.78352     
 0.115501E+007   240.000        5576.15       0.452730E-005  0.159615E-006  0.628375E+007  0.321396E+007   10.6155        13.7673        7.59194        194.720       0.108554E+008   391.363        1.77918     
 0.117001E+007   240.000        5589.72       0.446889E-005  0.158400E-006  0.633178E+007  0.323246E+007   10.6431        13.7978        7.60451        194.077       0.111239E+008   389.088        1.77486     
 0.118501E+007   240.000        5602.97       0.441229E-005  0.157175E-006  0.638093E+007  0.325169E+007   10.6717        13.8299        7.61808        192.886       0.113916E+008   386.991        1.77067     
 0.120001E+007   240.000        5616.53       0.435594E-005  0.156015E-006  0.642824E+007  0.326956E+007   10.6982        13.8589        7.62976        192.462       0.116589E+008   384.679        1.76639     
 0.121501E+007   240.000        5630.23       0.430030E-005  0.154896E-006  0.647459E+007  0.328666E+007   10.7237        13.8863        7.64037        192.280       0.119256E+008   382.278        1.76210     
 0.123001E+007   240.000        5644.15       0.424512E-005  0.153827E-006  0.651952E+007  0.330262E+007   10.7475        13.9114        7.64945        192.378       0.121918E+008   379.722        1.75775     
 0.124501E+007   240.000        5658.46       0.419007E-005  0.152822E-006  0.656238E+007  0.331694E+007   10.7692        13.9332        7.65632        192.775       0.124573E+008   376.921        1.75331     
 0.126001E+007   240.000        5671.39       0.413896E-005  0.151691E-006  0.661113E+007  0.333556E+007   10.7967        13.9638        7.66901        191.672       0.127219E+008   374.936        1.74931     
 0.127501E+007   240.000        5686.24       0.408462E-005  0.150785E-006  0.665089E+007  0.334729E+007   10.8150        13.9805        7.67245        192.352       0.129862E+008   371.809        1.74474     
 0.129001E+007   240.000        5701.95       0.402938E-005  0.149986E-006  0.668643E+007  0.335568E+007   10.8289        13.9905        7.67148        193.173       0.132498E+008   368.167        1.73993     
 0.130501E+007   240.000        5716.62       0.397727E-005  0.149096E-006  0.672634E+007  0.336722E+007   10.8473        14.0071        7.67479        193.128       0.135125E+008   365.142        1.73547     
 0.132001E+007   240.000        5729.35       0.393010E-005  0.148027E-006  0.677469E+007  0.338504E+007   10.8741        14.0364        7.68651        192.150       0.137744E+008   363.247        1.73161     
 0.133501E+007   240.000        5742.09       0.388367E-005  0.146982E-006  0.682270E+007  0.340262E+007   10.9004        14.0652        7.69789        190.988       0.140356E+008   361.327        1.72777     
 0.135001E+007   240.000        5754.80       0.383808E-005  0.145955E-006  0.687057E+007  0.342007E+007   10.9265        14.0936        7.70908        189.739       0.142963E+008   359.416        1.72395     
 0.136501E+007   240.000        5767.34       0.379355E-005  0.144933E-006  0.691881E+007  0.343773E+007   10.9529        14.1224        7.72055        188.849       0.145564E+008   357.582        1.72021     
 0.138001E+007   240.000        5779.87       0.374974E-005  0.143932E-006  0.696676E+007  0.345517E+007   10.9788        14.1506        7.73171        187.768       0.148160E+008   355.742        1.71647     
 0.139501E+007   240.000        5792.33       0.370678E-005  0.142943E-006  0.701476E+007  0.347261E+007   11.0047        14.1789        7.74286        186.780       0.150750E+008   353.927        1.71278     
 0.141001E+007   240.000        5804.73       0.366461E-005  0.141970E-006  0.706270E+007  0.348998E+007   11.0305        14.2069        7.75391        185.791       0.153334E+008   352.133        1.70912     
 0.142501E+007   240.000        5817.07       0.362322E-005  0.141010E-006  0.711060E+007  0.350730E+007   11.0561        14.2347        7.76487        184.815       0.155913E+008   350.355        1.70550     
 0.144001E+007   240.000        5829.34       0.358259E-005  0.140063E-006  0.715850E+007  0.352460E+007   11.0816        14.2625        7.77580        183.898       0.158487E+008   348.603        1.70191     
 0.145501E+007   240.000        5841.57       0.354268E-005  0.139130E-006  0.720631E+007  0.354180E+007   11.1069        14.2900        7.78659        182.947       0.161055E+008   346.863        1.69834     
 0.147001E+007   240.000        5853.74       0.350349E-005  0.138210E-006  0.725411E+007  0.355897E+007   11.1321        14.3174        7.79733        182.037       0.163618E+008   345.148        1.69481     
 0.148501E+007   240.000        5865.85       0.346500E-005  0.137303E-006  0.730187E+007  0.357609E+007   11.1571        14.3446        7.80798        181.143       0.166176E+008   343.452        1.69132     
 0.150001E+007   240.000        5877.90       0.342719E-005  0.136408E-006  0.734959E+007  0.359315E+007   11.1820        14.3716        7.81856        180.260       0.168728E+008   341.771        1.68785     
  1.00000        280.000        3335.53       0.210256E-004  0.835920E-006  0.122093E+007   741965.        6.05010        8.14019        4.71638        600.803      -0.134513E+008   820.268        2.97434     
  15001.1        280.000        3432.56       0.192497E-004  0.737167E-006  0.137454E+007   825125.        6.32804        8.49088        4.90287        574.492      -0.130170E+008   813.985        2.89026     
  30001.2        280.000        3470.85       0.179839E-004  0.699137E-006  0.144727E+007   845865.        6.45739        8.61347        4.93665        567.489      -0.125844E+008   808.119        2.85837     
  45001.3        280.000        3517.24       0.176861E-004  0.663010E-006  0.152463E+007   879966.        6.58386        8.75816        5.00186        555.304      -0.121583E+008   801.105        2.82068     
  60001.4        280.000        3553.70       0.167107E-004  0.632929E-006  0.159650E+007   903787.        6.70262        8.87890        5.04304        546.354      -0.117365E+008   795.126        2.79174     
  75001.4        280.000        3592.68       0.158489E-004  0.602892E-006  0.167677E+007   932068.        6.83167        9.01460        5.09348        536.911      -0.113195E+008   788.865        2.76145     
  90001.5        280.000        3636.89       0.152918E-004  0.570652E-006  0.177139E+007   990334.        6.97897        9.22025        5.21826        526.027      -0.109071E+008   779.562        2.72788     
  105002.        280.000        3792.81       0.145888E-004  0.483722E-006  0.208610E+007  0.118135E+007   7.41629        9.82501        5.58095        511.805      -0.105022E+008   758.754        2.61574     
  120002.        280.000        3937.65       0.119278E-004  0.421748E-006  0.239370E+007  0.135222E+007   7.79680        10.3237        5.86011        491.540      -0.101214E+008   731.226        2.51952     
  135002.        280.000        3963.48       0.114879E-004  0.411073E-006  0.245447E+007  0.137404E+007   7.86938        10.3995        5.88792        485.025      -0.974360E+007   726.892        2.50310     
  150002.        280.000        3987.70       0.110861E-004  0.401103E-006  0.251440E+007  0.139112E+007   7.94065        10.4675        5.90638        480.767      -0.936749E+007   723.045        2.48790     
  165002.        280.000        4012.48       0.107050E-004  0.391545E-006  0.257462E+007  0.141046E+007   8.01033        10.5373        5.92890        477.000      -0.899355E+007   719.091        2.47253     
