|6.6.6
/home/bob/software/Perple_X/example_23/in23_1.tab                                                   
           2
P(bar)  
   1.0000000000000000     
   999.99599999999998     
         251
T(K)    
   1400.0000000000000     
   100.00000000000000     
           7
          12
rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  3630.530      0.2299479E-04  0.5994280E-06   1748118.       798955.8       6.939056       8.802989       4.691118       2680.555      -7517968.       1221.714       139.6225    
  3741.835      0.2439585E-04  0.5338159E-06   1971981.       940286.4       7.259539       9.284733       5.012885       2660.797      -7529176.       1232.755       135.4693    
  3743.831      0.2432792E-04  0.5325330E-06   1976349.       941565.0       7.265638       9.290992       5.014955       2660.146      -7503760.       1232.519       135.3971    
  3745.823      0.2426041E-04  0.5312574E-06   1980714.       942841.5       7.271723       9.297235       5.017019       2659.498      -7478354.       1232.284       135.3251    
  3747.811      0.2419332E-04  0.5299891E-06   1985076.       944115.9       7.277794       9.303465       5.019077       2658.851      -7452958.       1232.052       135.2533    
  3749.795      0.2412665E-04  0.5287278E-06   1989435.       945388.2       7.283851       9.309679       5.021128       2658.207      -7427572.       1231.821       135.1817    
  3757.243      0.2401497E-04  0.5242765E-06   2004872.       953568.6       7.304807       9.338068       5.037805       2658.020      -7401298.       1231.547       134.9138    
  3759.211      0.2394977E-04  0.5230539E-06   2009194.       954836.2       7.310762       9.344185       5.039833       2657.382      -7375966.       1231.320       134.8431    
  3761.175      0.2388497E-04  0.5218381E-06   2013514.       956101.8       7.316705       9.350288       5.041854       2656.746      -7350644.       1231.095       134.7727    
  3763.136      0.2382056E-04  0.5206289E-06   2017830.       957365.3       7.322634       9.356378       5.043870       2656.112      -7325331.       1230.871       134.7025    
  3765.093      0.2375654E-04  0.5194262E-06   2022144.       958626.8       7.328551       9.362453       5.045880       2655.480      -7300029.       1230.649       134.6325    
  3772.721      0.2364884E-04  0.5149952E-06   2038027.       967530.7       7.349836       9.392231       5.064132       2655.346      -7273775.       1230.388       134.3603    
  3774.662      0.2358622E-04  0.5138302E-06   2042303.       968787.5       7.355650       9.398208       5.066117       2654.720      -7248528.       1230.170       134.2912    
  3776.600      0.2352398E-04  0.5126714E-06   2046575.       970042.4       7.361451       9.404171       5.068096       2654.096      -7223290.       1229.953       134.2223    
  3778.534      0.2346211E-04  0.5115187E-06   2050845.       971295.2       7.367240       9.410120       5.070070       2653.474      -7198062.       1229.738       134.1535    
  3780.465      0.2340060E-04  0.5103720E-06   2055113.       972546.2       7.373016       9.416057       5.072038       2652.854      -7172843.       1229.524       134.0850    
  3782.409      0.2333979E-04  0.5092173E-06   2059440.       973857.0       7.378877       9.422164       5.074151       2652.191      -7147723.       1229.314       134.0161    
  3784.333      0.2327899E-04  0.5080825E-06   2063702.       975104.1       7.384631       9.428075       5.076107       2651.575      -7122524.       1229.103       133.9480    
  3786.254      0.2321855E-04  0.5069536E-06   2067962.       976349.2       7.390373       9.433973       5.078058       2650.961      -7097334.       1228.894       133.8800    
  3788.172      0.2315846E-04  0.5058305E-06   2072219.       977592.5       7.396103       9.439858       5.080004       2650.349      -7072154.       1228.685       133.8122    
  3790.087      0.2309871E-04  0.5047133E-06   2076473.       978833.8       7.401821       9.445731       5.081944       2649.739      -7046984.       1228.478       133.7446    
  3791.998      0.2303931E-04  0.5036018E-06   2080725.       980073.2       7.407528       9.451591       5.083879       2649.130      -7021823.       1228.272       133.6772    
  3793.906      0.2298025E-04  0.5024960E-06   2084974.       981310.7       7.413223       9.457438       5.085808       2648.523      -6996672.       1228.068       133.6100    
  3795.811      0.2292153E-04  0.5013958E-06   2089221.       982546.3       7.418907       9.463273       5.087732       2647.919      -6971530.       1227.865       133.5429    
  3797.713      0.2286315E-04  0.5003013E-06   2093465.       983780.1       7.424579       9.469095       5.089651       2647.316      -6946398.       1227.663       133.4761    
  3799.611      0.2280510E-04  0.4992123E-06   2097706.       985012.0       7.430239       9.474905       5.091564       2646.715      -6921275.       1227.463       133.4094    
  3801.506      0.2274737E-04  0.4981288E-06   2101945.       986242.0       7.435888       9.480702       5.093472       2646.115      -6896162.       1227.264       133.3429    
  3803.398      0.2268998E-04  0.4970508E-06   2106182.       987470.2       7.441526       9.486487       5.095374       2645.518      -6871058.       1227.066       133.2765    
  3805.287      0.2263290E-04  0.4959782E-06   2110416.       988696.6       7.447153       9.492260       5.097272       2644.922      -6845964.       1226.869       133.2104    
  3807.173      0.2257615E-04  0.4949110E-06   2114647.       989921.1       7.452768       9.498020       5.099164       2644.328      -6820879.       1226.673       133.1444    
  3809.055      0.2251972E-04  0.4938492E-06   2118876.       991143.8       7.458373       9.503769       5.101051       2643.736      -6795803.       1226.479       133.0786    
  3810.935      0.2246360E-04  0.4927926E-06   2123102.       992364.6       7.463966       9.509505       5.102933       2643.146      -6770737.       1226.286       133.0130    
  3812.811      0.2240779E-04  0.4917413E-06   2127326.       993583.7       7.469548       9.515230       5.104810       2642.557      -6745681.       1226.094       132.9475    
  3814.685      0.2235229E-04  0.4906951E-06   2131547.       994801.0       7.475120       9.520942       5.106681       2641.970      -6720634.       1225.903       132.8822    
  3816.555      0.2229710E-04  0.4896542E-06   2135766.       996016.4       7.480680       9.526643       5.108548       2641.385      -6695596.       1225.714       132.8171    
  3818.424      0.2224225E-04  0.4886165E-06   2139991.       997237.5       7.486243       9.532355       5.110427       2640.797      -6670578.       1225.526       132.7521    
  3820.288      0.2218766E-04  0.4875858E-06   2144205.       998449.4       7.491782       9.538032       5.112284       2640.215      -6645559.       1225.339       132.6873    
  3822.150      0.2213337E-04  0.4865600E-06   2148417.       999659.5       7.497310       9.543697       5.114135       2639.635      -6620549.       1225.153       132.6227    
  3824.008      0.2207938E-04  0.4855393E-06   2152626.       1000868.       7.502827       9.549351       5.115982       2639.057      -6595549.       1224.968       132.5582    
  3825.863      0.2202569E-04  0.4845235E-06   2156833.       1002074.       7.508334       9.554994       5.117823       2638.480      -6570558.       1224.784       132.4940    
  3827.715      0.2197228E-04  0.4835127E-06   2161038.       1003279.       7.513830       9.560624       5.119660       2637.905      -6545576.       1224.601       132.4299    
  3829.565      0.2191917E-04  0.4825067E-06   2165240.       1004482.       7.519316       9.566244       5.121492       2637.332      -6520604.       1224.420       132.3659    
  3831.411      0.2186634E-04  0.4815056E-06   2169440.       1005684.       7.524791       9.571852       5.123319       2636.761      -6495641.       1224.239       132.3021    
  3833.254      0.2181379E-04  0.4805093E-06   2173638.       1006883.       7.530256       9.577448       5.125141       2636.191      -6470687.       1224.060       132.2385    
  3835.095      0.2176152E-04  0.4795178E-06   2177833.       1008081.       7.535711       9.583034       5.126958       2635.623      -6445742.       1223.881       132.1750    
  3836.932      0.2170954E-04  0.4785309E-06   2182026.       1009278.       7.541155       9.588608       5.128770       2635.056      -6420807.       1223.704       132.1117    
  3838.767      0.2165783E-04  0.4775488E-06   2186216.       1010472.       7.546589       9.594171       5.130578       2634.491      -6395881.       1223.528       132.0486    
  3840.599      0.2160640E-04  0.4765714E-06   2190405.       1011665.       7.552013       9.599723       5.132381       2633.928      -6370964.       1223.352       131.9856    
  3842.427      0.2155523E-04  0.4755985E-06   2194591.       1012856.       7.557426       9.605264       5.134179       2633.366      -6346056.       1223.178       131.9228    
  3844.266      0.2150450E-04  0.4746163E-06   2198843.       1014100.       7.562936       9.610969       5.136101       2632.766      -6321237.       1223.007       131.8597    
  3846.089      0.2145388E-04  0.4736526E-06   2203025.       1015287.       7.568330       9.616488       5.137890       2632.207      -6296348.       1222.835       131.7972    
  3847.909      0.2140351E-04  0.4726933E-06   2207205.       1016473.       7.573714       9.621996       5.139674       2631.650      -6271468.       1222.664       131.7349    
  3849.727      0.2135341E-04  0.4717386E-06   2211382.       1017658.       7.579088       9.627494       5.141454       2631.095      -6246597.       1222.493       131.6727    
  3851.541      0.2130358E-04  0.4707883E-06   2215557.       1018841.       7.584452       9.632981       5.143229       2630.541      -6221735.       1222.324       131.6106    
  3879.685      0.2028903E-04  0.4584337E-06   2269161.       1055057.       7.647763       9.733832       5.214825       2619.788      -6217131.       1218.251       130.6559    
  3881.462      0.2024238E-04  0.4575422E-06   2273308.       1056210.       7.652995       9.739124       5.216479       2619.266      -6192406.       1218.096       130.5961    
  3883.236      0.2019597E-04  0.4566548E-06   2277452.       1057361.       7.658218       9.744406       5.218128       2618.745      -6167690.       1217.941       130.5364    
  3885.008      0.2014979E-04  0.4557713E-06   2281595.       1058511.       7.663432       9.749678       5.219773       2618.226      -6142983.       1217.787       130.4769    
  3886.778      0.2010384E-04  0.4548918E-06   2285736.       1059659.       7.668636       9.754941       5.221414       2617.708      -6118285.       1217.634       130.4175    
